year,est,lwr,upr,log_est,se,type,prey_group,scenario
2017,0.005147586331833261,0.0046792984776236465,0.005662738799499125,-5.269227347598647,0.048664022087019365,index,Other,s2_4
2018,0.004867261447666322,0.004392862626354851,0.005392892064916848,-5.325223831129732,0.052322570817103495,index,Other,s2_4
2019,0.0048009439862738085,0.004327410256863342,0.005326294894916069,-5.33894271659704,0.05298224519531169,index,Other,s2_4
2020,0.004722847210581905,0.004255870991347915,0.005241062480476358,-5.355343438669369,0.05311954798014892,index,Other,s2_4
2021,0.004736711137286806,0.00427741920672702,0.005245319973036896,-5.352412236995555,0.0520383048621755,index,Other,s2_4
2022,0.004747088227086645,0.0042039006031462855,0.005360461334142648,-5.350223853723728,0.06200043311089623,index,Other,s2_4
2023,0.004819808265252479,0.004100406725486318,0.005665426205016506,-5.335021130704095,0.08247497373668052,index,Other,s2_4
1995,0.001974766129037977,0.001305075837783942,0.002988103182583969,-6.227305303317715,0.2113247113727308,index,Sprat,s2_4
1996,0.0019029355463345595,0.0012704517554793222,0.0028502961075742685,-6.264357560745356,0.2061390776709151,index,Sprat,s2_4
1997,0.0018103906627894403,0.0012229462274102978,0.002680015096702682,-6.314212621198326,0.20014641744203296,index,Sprat,s2_4
1998,0.0018332167845318769,0.0012625602647279048,0.002661800686253703,-6.301683049506133,0.190274217767042,index,Sprat,s2_4
1999,0.001865101766291857,0.0012929455681337805,0.002690449377266496,-6.284439660998718,0.18693844341743332,index,Sprat,s2_4
2000,0.0019085525257025685,0.0013347313626042847,0.002729068069741302,-6.261410164175754,0.1824600209684505,index,Sprat,s2_4
2001,0.002025873442165684,0.0014343407201328274,0.002861358634015612,-6.201754341954913,0.17617447289223342,index,Sprat,s2_4
2002,0.001971624810117941,0.0013863377927823104,0.0028040095365725994,-6.228897299464031,0.17969329716598414,index,Sprat,s2_4
2003,0.00201935042431348,0.0014129232771883285,0.0028860563075227084,-6.204979391406465,0.18220492109992137,index,Sprat,s2_4
2004,0.0020497904523751383,0.001458928046387862,0.002879950734411511,-6.190017709410063,0.17349074830176117,index,Sprat,s2_4
2005,0.0022217441821281592,0.0016485837517694233,0.002994174366647955,-6.109462723947899,0.15223543407650098,index,Sprat,s2_4
2006,0.0027843550165714058,0.002157624795075865,0.0035931330025495757,-5.8837390243198,0.13010865093737126,index,Sprat,s2_4
2007,0.0033060422662822184,0.002638153907756686,0.004143016612604892,-5.712003494945664,0.11514108964841718,index,Sprat,s2_4
2008,0.0038645698233197795,0.0031163530077638335,0.00479242880447313,-5.5559049037012125,0.10979128526362364,index,Sprat,s2_4
2009,0.0040874056589724275,0.003267964824651269,0.005112320945126038,-5.499844823398839,0.11415671103088065,index,Sprat,s2_4
2010,0.0038540203451294117,0.003077748194800849,0.004826084487926261,-5.558638430039337,0.11475650915200904,index,Sprat,s2_4
2011,0.0031937097011678073,0.0025614961839425117,0.003981962463685748,-5.746572122121517,0.11254881415125509,index,Sprat,s2_4
2012,0.002739823178998979,0.0022093549571328163,0.0033976573243449204,-5.899861893876567,0.1097942556483379,index,Sprat,s2_4
2013,0.002675319891854816,0.0021718553356485587,0.003295494136406992,-5.923686320043854,0.10637295631075067,index,Sprat,s2_4
2014,0.002955169442788561,0.0024228792362975286,0.003604400213085504,-5.824199288722812,0.10132808143624425,index,Sprat,s2_4
2015,0.0037740352587013297,0.0031315238877605385,0.004548374096582964,-5.5796104895512455,0.09521860591931734,index,Sprat,s2_4
2016,0.0048967412659372996,0.004078582974369257,0.005879021016911241,-5.319185342875818,0.09327738655510172,index,Sprat,s2_4
2017,0.005486693827780617,0.004576642100676184,0.006577706645524712,-5.2054294220282875,0.0925324623039028,index,Sprat,s2_4
2018,0.0054601686999626595,0.004567329806501303,0.006527543114932138,-5.210275592273581,0.09109909232562463,index,Sprat,s2_4
2019,0.005186152684028608,0.004312540267474131,0.006236737049138401,-5.261763150720076,0.09411652970049823,index,Sprat,s2_4
2020,0.004506791130832254,0.0037027532170618147,0.005485422631828933,-5.402169879628571,0.10026140543837599,index,Sprat,s2_4
2021,0.004199876344276021,0.0034625028446547607,0.005094280668805648,-5.472700195965277,0.09850353958830828,index,Sprat,s2_4
2022,0.003891403325432977,0.0030473822838517333,0.004969189432331686,-5.548985434367828,0.12474050137429515,index,Sprat,s2_4
2023,0.0038575776965437407,0.0026441608645234923,0.005627836749468501,-5.557715832246393,0.1927003191020014,index,Sprat,s2_4
1995,6.127193594126968e-4,3.6846580168762693e-4,0.0010188869948842046,-7.397603541844784,0.259473703043652,index,Herring,s2_4
1996,7.243414550099418e-4,4.5338507701711816e-4,0.0011572294061767494,-7.230247653815794,0.2390457599306511,index,Herring,s2_4
1997,7.966269256109504e-4,5.086234458789073e-4,0.0012477098013280402,-7.135124087121439,0.22892181876758352,index,Herring,s2_4
1998,8.345908990870261e-4,5.427093092477054e-4,0.001283453143275588,-7.088568894386974,0.2195794578216972,index,Herring,s2_4
1999,8.45597355952843e-4,5.547481393721271e-4,0.0012889360732308665,-7.075467250242791,0.21506981925833024,index,Herring,s2_4
2000,8.700199326839973e-4,5.771549292495678e-4,0.001311493058287926,-7.046994435447069,0.209394349619038,index,Herring,s2_4
2001,9.508635411748365e-4,6.413867853518162e-4,0.0014096665141605724,-6.958139995541204,0.20089036395624135,index,Herring,s2_4
2002,9.918487527669803e-4,6.756752476353074e-4,0.001455971565938429,-6.915939929272441,0.19584955336602558,index,Herring,s2_4
2003,0.0010233980695814955,7.030944195788561e-4,0.0014896201415600426,-6.884626747874624,0.19153036523030073,index,Herring,s2_4
2004,9.894571940100446e-4,6.94183690704575e-4,0.0014103263327672683,-6.9183540540796935,0.1808297995185996,index,Herring,s2_4
2005,9.112492037044887e-4,6.616208608660226e-4,0.0012550618645324344,-7.0006941484914575,0.1633314376444601,index,Herring,s2_4
2006,8.682130984161779e-4,6.506514312336332e-4,0.0011585219797829824,-7.049073368347604,0.1471777690679444,index,Herring,s2_4
2007,7.896802345600259e-4,6.040738206787031e-4,0.001032315673197262,-7.143882460822944,0.13670235224800756,index,Herring,s2_4
2008,7.445393149851184e-4,5.739460639994197e-4,9.658377787203883e-4,-7.202744900001262,0.13277296586514648,index,Herring,s2_4
2009,7.49772839734524e-4,5.746856799687414e-4,9.782030957064206e-4,-7.195740277665404,0.13568975480975531,index,Herring,s2_4
2010,7.542948997538543e-4,5.77898845174684e-4,9.845335399877723e-4,-7.189727152689454,0.13591298736491855,index,Herring,s2_4
2011,7.806661491998396e-4,6.019319841900169e-4,0.0010124725924418054,-7.155362965327409,0.13265709922990707,index,Herring,s2_4
2012,8.406824925477245e-4,6.554191451950146e-4,0.0010783131046102844,-7.0812965048909104,0.12701208171813044,index,Herring,s2_4
2013,9.630827006307722e-4,7.631029638397271e-4,0.0012154693825158153,-6.9453712717322045,0.11875030349189966,index,Herring,s2_4
2014,0.0011254235679882961,9.055897527652256e-4,0.0013986225037507325,-6.789595809307444,0.11088385215014825,index,Herring,s2_4
2015,0.001373506929446703,0.0011176948439825703,0.0016878679322846811,-6.590388007340323,0.10515442320825603,index,Herring,s2_4
2016,0.0016879656748731348,0.0013711182404681996,0.002078032393892582,-6.384231217805923,0.10607206152531465,index,Herring,s2_4
2017,0.0018065853300023797,0.0014566540738633151,0.0022405803911451257,-6.3163167735060215,0.10984713582362604,index,Herring,s2_4
2018,0.0018181038117278598,0.0014666556093971077,0.002253767993686093,-6.309961182696577,0.10959863793400729,index,Herring,s2_4
2019,0.0017999073288009406,0.0014483742200590006,0.0022367606019246646,-6.320020099404842,0.11086605746338339,index,Herring,s2_4
2020,0.0016321008303172716,0.0013064506589547235,0.0020389236302682614,-6.417887241066088,0.11355004491268694,index,Herring,s2_4
2021,0.0015312969410326716,0.0012209553203367664,0.0019205209908657842,-6.481640228772828,0.11555388273330931,index,Herring,s2_4
2022,0.0013713360199046798,0.0010329805500223727,0.0018205207053000932,-6.591969817327079,0.14456240143313417,index,Herring,s2_4
2023,0.0012562797968566257,8.349665886871396e-4,0.001890182133481137,-6.67960046754733,0.20843157483368496,index,Herring,s2_4
1995,0.010460975146944588,0.009174793395123101,0.011927462157694076,-4.560103598405327,0.06693582441680257,index,Other,s3_4
1996,0.010379299182874589,0.00923366746143128,0.011667070747089938,-4.567941919624423,0.05967305993946322,index,Other,s3_4
1997,0.010447959903718738,0.009402130629051196,0.0116101201372832,-4.561348544154628,0.053812421760077216,index,Other,s3_4
1998,0.010463017888469792,0.009520624185728167,0.011498693909013478,-4.559908344896282,0.048157273525778956,index,Other,s3_4
1999,0.010612308683121078,0.009708416398229523,0.011600356944556394,-4.545740755010483,0.04541988804482191,index,Other,s3_4
2000,0.010569219723106215,0.009690177768053695,0.011528003740403458,-4.549809301776926,0.04430347018586323,index,Other,s3_4
2001,0.010504059531448276,0.009637593221605381,0.011448425359234063,-4.55599347449501,0.043924476941418024,index,Other,s3_4
2002,0.010055763116921164,0.009213399408608923,0.010975142548270282,-4.599609364363735,0.044637061395741404,index,Other,s3_4
2003,0.009532673201002876,0.008727500014849659,0.010412129269836935,-4.653030096872009,0.04502440917673486,index,Other,s3_4
2004,0.008945991597928651,0.008207755395526718,0.009750627524039927,-4.716549713170597,0.043942684277084046,index,Other,s3_4
2005,0.008362752915833698,0.007705599650147806,0.009075949894430804,-4.783967609939249,0.04175606176363939,index,Other,s3_4
2006,0.00819867261747366,0.0076027321451261655,0.008841325908292525,-4.803783013733097,0.03850304922656683,index,Other,s3_4
2007,0.007965075207973155,0.007425906400158962,0.008543391156574572,-4.832688893357967,0.0357616950327828,index,Other,s3_4
2008,0.007873799163402861,0.007356951053021335,0.00842695742010448,-4.844214593084732,0.03464099270269047,index,Other,s3_4
2009,0.007795308392545818,0.007281033328588681,0.008345907811779515,-4.854233214388301,0.0348216968556634,index,Other,s3_4
2010,0.0075480498317204384,0.007043698462117717,0.008088514374734571,-4.886466049520886,0.035284244022860706,index,Other,s3_4
2011,0.0072795025129937544,0.006792962129002507,0.007800890956014165,-4.9226927552357935,0.035294234537816535,index,Other,s3_4
2012,0.007036498904911505,0.006573622807988499,0.007531968031182391,-4.95664454715738,0.03471779843828756,index,Other,s3_4
2013,0.006823666444735099,0.006389679183338873,0.007287130137991207,-4.987358349715563,0.033527589642506815,index,Other,s3_4
2014,0.006655809173863173,0.0062201874795086995,0.007121938993771325,-5.012265245666407,0.03453634156173359,index,Other,s3_4
2015,0.00641126296048095,0.005978766679663515,0.006875045465187531,-5.049698997741147,0.0356343157113444,index,Other,s3_4
2016,0.006158845171602379,0.005718465492276348,0.006633138540225868,-5.089865991154278,0.037852118504927215,index,Other,s3_4
2017,0.005678074583836586,0.005240729414813151,0.006151916732903962,-5.171143085435278,0.040894375730123146,index,Other,s3_4
2018,0.005288116963742096,0.004857822427336225,0.005756525982682124,-5.242293057966683,0.04330280780686209,index,Other,s3_4
2019,0.005162374801343842,0.004719318375212099,0.005647026004756914,-5.266358572544732,0.04578264192990013,index,Other,s3_4
2020,0.00515869285143816,0.004706782935264537,0.005653991760719145,-5.267072054945147,0.04677564419978041,index,Other,s3_4
2021,0.0054510090130095255,0.005010151627354499,0.0059306586845956685,-5.211954547441532,0.04302862329410553,index,Other,s3_4
2022,0.005919492541177089,0.005389178945053842,0.006501990804593911,-5.129504553156102,0.04788745229621969,index,Other,s3_4
2023,0.0065544060602403505,0.005812147990893098,0.007391456458064851,-5.027617774530672,0.06132117581060149,index,Other,s3_4
1995,0.0027350070162095188,0.0020807490154848216,0.0035949859031760094,-5.901621277769794,0.13949545546702716,index,Sprat,s3_4
1996,0.0029456435779441573,0.0022274332556363762,0.0038954325865107444,-5.827427953344434,0.14259313524528444,index,Sprat,s3_4
1997,0.003028979264547765,0.0022806946473234585,0.004022772358337157,-5.799529592603332,0.14477083363487175,index,Sprat,s3_4
1998,0.0030754088977120227,0.002352670119016169,0.004020172573994968,-5.784317411698331,0.13667953360022686,index,Sprat,s3_4
1999,0.003026152557369051,0.002353459947147172,0.0038911217977480126,-5.800463249364965,0.12827045206267,index,Sprat,s3_4
2000,0.0028907789943070257,0.002276578598767928,0.003670685123039146,-5.846229264976263,0.12186566413910432,index,Sprat,s3_4
2001,0.0028670499962868785,0.002273614356615995,0.0036153781564975014,-5.854471653695501,0.11832504795439996,index,Sprat,s3_4
2002,0.00268204877059941,0.0021020522715800597,0.0034220774169743742,-5.921174309873589,0.12432209537510418,index,Sprat,s3_4
2003,0.0027375859695614353,0.0021248968227305333,0.0035269368660964945,-5.900678779926622,0.12926423845820526,index,Sprat,s3_4
2004,0.0028275457613241507,0.002207966125254874,0.0036209862737179794,-5.868346165728607,0.1261948325225909,index,Sprat,s3_4
2005,0.003072327231672686,0.002458064954238601,0.0038400916144225293,-5.785319948642855,0.1138086697805507,index,Sprat,s3_4
2006,0.0037392297698026614,0.0030763657694321336,0.004544920961709756,-5.588875632668086,0.09955830440787507,index,Sprat,s3_4
2007,0.004191519979534135,0.0035059748591118028,0.005011114011035632,-5.474691847218936,0.09112147851526095,index,Sprat,s3_4
2008,0.004567071950746281,0.0038367806298062797,0.005436366635417092,-5.388882990415467,0.08889890458759284,index,Sprat,s3_4
2009,0.004623896565355398,0.0038540123550277307,0.005547574184398692,-5.376517516946293,0.09292159841605603,index,Sprat,s3_4
2010,0.004347618566308336,0.003609066562617201,0.005237306342280888,-5.438127039811379,0.09499106700001725,index,Sprat,s3_4
2011,0.003810270138505488,0.0031543443030092,0.004602591579662535,-5.570055189862112,0.09638924189706971,index,Sprat,s3_4
2012,0.0035227444740992472,0.0029200735143398906,0.004249800071421186,-5.648514913022964,0.0957321539232923,index,Sprat,s3_4
2013,0.003600543409927803,0.003015884986352274,0.004298543513907153,-5.626670497709288,0.09040547058544177,index,Sprat,s3_4
2014,0.004029642600609417,0.0034270740018749594,0.004738158405614344,-5.5140775916685705,0.08263970774692722,index,Sprat,s3_4
2015,0.004884234066838902,0.004181278451325567,0.005705370426144862,-5.321742798648866,0.07928484002021578,index,Sprat,s3_4
2016,0.005973025406644486,0.005086802497506311,0.007013646102027823,-5.1205017116591485,0.08194238692526647,index,Sprat,s3_4
2017,0.0064373715185046055,0.0054597372902660465,0.007590063379264715,-5.045634971481999,0.08404217400731924,index,Sprat,s3_4
2018,0.006367416770667995,0.005426027365036526,0.007472132667932297,-5.056561422155178,0.08162731588343983,index,Sprat,s3_4
2019,0.006206842771861582,0.005286347911874244,0.007287620458743434,-5.08210292264935,0.08190187471559847,index,Sprat,s3_4
2020,0.005680680275494441,0.004824661980812257,0.0066885780849995965,-5.1706842866081475,0.08333332505882557,index,Sprat,s3_4
2021,0.005533378521936065,0.004745367378896788,0.006452246037511545,-5.196956705706144,0.07838395041847424,index,Sprat,s3_4
2022,0.005361388684016234,0.004412180268403835,0.006514803764238771,-5.22853225461674,0.0994171661758806,index,Sprat,s3_4
2023,0.005501295067269774,0.004034815752332488,0.0075007755681709325,-5.20277174768534,0.15817785195748255,index,Sprat,s3_4
1995,9.335116054466503e-4,6.459429522064165e-4,0.0013491035307791473,-6.976557162872684,0.18788212813660005,index,Herring,s3_4
1996,0.0011615666400252582,8.34760548644377e-4,0.0016163162734639089,-6.757985633292661,0.1685643265096458,index,Herring,s3_4
1997,0.0013839412958547704,0.0010050660451114252,0.0019056394549274076,-6.582819838976161,0.16320819497122496,index,Herring,s3_4
1998,0.0015447284916399158,0.0011359516975279161,0.002100605261717555,-6.472907117641778,0.1568280663071914,index,Herring,s3_4
1999,0.00164002759009259,0.0012230381572965268,0.002199187719711341,-6.41304221406035,0.1496838774924935,index,Herring,s3_4
2000,0.0016932785863103587,0.001282203686167087,0.0022361442271532955,-6.381088637501591,0.14188343062950476,index,Herring,s3_4
2001,0.0017528001855454153,0.0013442822589963986,0.002285463837588496,-6.346540663826442,0.13538737602500622,index,Herring,s3_4
2002,0.0017014576389235596,0.0013136314405495738,0.0022037825890039546,-6.376269960646156,0.1319870805290152,index,Herring,s3_4
2003,0.0016243880717651273,0.0012614465459482127,0.002091754594095305,-6.422624105342644,0.12901872730265065,index,Herring,s3_4
2004,0.0014883910975082276,0.0011666127168266536,0.0018989232906424058,-6.510059542759206,0.12428355934411509,index,Herring,s3_4
2005,0.0013447319902331284,0.0010651281069892619,0.0016977339286142613,-6.6115605495511875,0.11893057785216717,index,Herring,s3_4
2006,0.0012973375340599612,0.0010374837252014946,0.0016222757392689712,-6.647441165361565,0.11404078285965023,index,Herring,s3_4
2007,0.0012459053790147931,0.0010069276361929199,0.001541600565584824,-6.687892801295959,0.108654408444881,index,Herring,s3_4
2008,0.0012441987859102398,0.0010137027604636994,0.0015271050639660856,-6.689263501683349,0.10453357936977782,index,Herring,s3_4
2009,0.0013184152564550662,0.0010714123911340846,0.0016223620361657217,-6.631324826928914,0.10584515017870223,index,Herring,s3_4
2010,0.0013477444888836889,0.0010947817656468024,0.0016591573446998443,-6.609322832764441,0.1060618487029139,index,Herring,s3_4
2011,0.0013870829346456955,0.0011354390158673814,0.0016944979348939662,-6.580552345171947,0.10213634593386119,index,Herring,s3_4
2012,0.0014145648900573853,0.0011712260069114738,0.0017084608917280523,-6.56093329336686,0.09631346176315544,index,Herring,s3_4
2013,0.0014714089956573636,0.0012314879436330453,0.0017580719678945912,-6.521534836812538,0.09081661450334402,index,Herring,s3_4
2014,0.0015501972483106218,0.0013020632146434814,0.001845618155588414,-6.469373099172869,0.0889975972129478,index,Herring,s3_4
2015,0.0016770544169480669,0.0014094860894681659,0.0019954162998985334,-6.39071634768239,0.08868212389234809,index,Herring,s3_4
2016,0.0018945072946088097,0.0015917515282928684,0.0022548480874871935,-6.268796477099302,0.08884030686687723,index,Herring,s3_4
2017,0.0019638403707892796,0.0016438985762725071,0.0023460504544548367,-6.232853349955266,0.0907319363843418,index,Herring,s3_4
2018,0.0020240659450827384,0.0016930861838552913,0.002419748615935689,-6.202646946525068,0.09110132941817257,index,Herring,s3_4
2019,0.002129150761736447,0.0017744651144303218,0.002554732087623074,-6.15203208217426,0.09297322028057571,index,Herring,s3_4
2020,0.002102685298842702,0.0017494467399271948,0.0025272478235909136,-6.16454003737627,0.09383624072671098,index,Herring,s3_4
2021,0.00212355956044854,0.0017726943604054449,0.0025438706792867537,-6.15466156035916,0.09214102574007711,index,Herring,s3_4
2022,0.0020537116837437844,0.0016619038859161858,0.0025378914603238615,-6.188106545515364,0.10800446883250929,index,Herring,s3_4
2023,0.002018522255043012,0.0015061006822882801,0.002705285338503051,-6.205389592196755,0.14941177891182214,index,Herring,s3_4
1995,0.010329251635247389,0.009161625005742578,0.011645689413983282,-4.572775444239927,0.06120330289876142,index,Other,s4_4
1996,0.010145435148683796,0.009063243205989299,0.011356845669564405,-4.590731413703209,0.05755046542368169,index,Other,s4_4
1997,0.009989767608209212,0.008964393435155852,0.011132427150581773,-4.60619394903377,0.05525656861425913,index,Other,s4_4
1998,0.009738740714153132,0.00877039658986769,0.010814000225152264,-4.631643459814398,0.053434549531833755,index,Other,s4_4
1999,0.00963400256531668,0.008691969312750698,0.010678133123684033,-4.642456504496722,0.05250057828899246,index,Other,s4_4
2000,0.00946558639647616,0.008565074124632914,0.010460776465608761,-4.660092542042769,0.051006014204685056,index,Other,s4_4
2001,0.009334364225609624,0.008451052439713462,0.01031000057305229,-4.67405261083061,0.05072117969700869,index,Other,s4_4
2002,0.009147966066288954,0.008270659431180744,0.010118332624660744,-4.694223712241583,0.0514383549547312,index,Other,s4_4
2003,0.008940251904794687,0.008035879249441408,0.009946404324920765,-4.717191512923587,0.054412910778918695,index,Other,s4_4
2004,0.008700435709410188,0.00778278689810091,0.009726282182035724,-4.744382173034237,0.056867687190308186,index,Other,s4_4
2005,0.008324950777096588,0.007431587715783682,0.009325706442768224,-4.78849815579418,0.05791820579636067,index,Other,s4_4
2006,0.007958206668915627,0.007164872492759435,0.008839383178022396,-4.8335515973578875,0.05357925817889981,index,Other,s4_4
2007,0.007490978722920055,0.0068397502059201224,0.008204212220889448,-4.8940558193728405,0.04640302013782057,index,Other,s4_4
2008,0.007082507442414635,0.006447256353124831,0.0077803501093215285,-4.950127275442698,0.047946460025657174,index,Other,s4_4
2009,0.006753516233355177,0.006080712761979903,0.007500762377623166,-4.997691986271197,0.05354250070041958,index,Other,s4_4
2010,0.006538985355813212,0.005864200484685222,0.007291416723423093,-5.029973269920231,0.05557033540142964,index,Other,s4_4
2011,0.0064724491538813425,0.005844907328591534,0.007167367366913291,-5.040200702084951,0.05203352598354357,index,Other,s4_4
2012,0.006487271159100636,0.005923255985427865,0.007104992118394648,-5.037913305239346,0.04640681115522718,index,Other,s4_4
2013,0.006517027127103546,0.006007857402487772,0.007069349308759654,-5.033336969126586,0.04150593119208477,index,Other,s4_4
2014,0.006579627094834196,0.006076798555839528,0.007124062499237386,-5.023777207768458,0.0405620041268293,index,Other,s4_4
2015,0.006439352554807515,0.0059233398693463385,0.007000317766618701,-5.045327278887631,0.04261687654496297,index,Other,s4_4
2016,0.006154380849231534,0.005627783310077483,0.006730252667966774,-5.090591117544212,0.04563784118024391,index,Other,s4_4
2017,0.005689861467990526,0.005162367785608572,0.006271254755458457,-5.16906937771488,0.049638949802826335,index,Other,s4_4
2018,0.005204260432438205,0.004681640658915459,0.005785221169647865,-5.258277674918774,0.05399537351650281,index,Other,s4_4
2019,0.004958474783583301,0.004432664336177182,0.005546657791967016,-5.306657088843957,0.05719357981256566,index,Other,s4_4
2020,0.004956345457168407,0.004428145360664462,0.005547550563495452,-5.30708661280827,0.05749484436626955,index,Other,s4_4
2021,0.005289344246701476,0.004789269881273245,0.005841634164219655,-5.242061001721717,0.05067251432189993,index,Other,s4_4
2022,0.005957613780504253,0.005336649368996428,0.006650832667376228,-5.123085250473922,0.05616023168208881,index,Other,s4_4
2023,0.006815893116516007,0.00590081476662741,0.007872878714734216,-4.988498170840398,0.07355577544438047,index,Other,s4_4
1995,0.0010757974182923063,7.621747887723862e-4,0.0015184707002293882,-6.834693107930664,0.1758407510435546,index,Sprat,s4_4
1996,9.443096976021376e-4,6.43779551482025e-4,0.0013851337821038858,-6.965056376128013,0.19546166598925183,index,Sprat,s4_4
1997,0.0011563639169815886,8.021827639019152e-4,0.001666923759359784,-6.762474751195803,0.18658472430307044,index,Sprat,s4_4
1998,0.0018112087653680106,0.0013223231658146789,0.0024808437729553216,-6.313760830430896,0.16051533970630444,index,Sprat,s4_4
1999,0.002850789081161111,0.002159593872763367,0.0037632068176171904,-5.860159452440318,0.14167385042947447,index,Sprat,s4_4
2000,0.003925400583003966,0.003044948755592014,0.00506043647163186,-5.5402868735914,0.12958622475091597,index,Sprat,s4_4
2001,0.004660518391166185,0.0036378722441013107,0.005970641687491144,-5.368628594292073,0.1263940175606573,index,Sprat,s4_4
2002,0.00461273473858385,0.0035413695163566176,0.006008218478829752,-5.37893437907654,0.1348531812992334,index,Sprat,s4_4
2003,0.0042984003021197875,0.0032626429004142064,0.005662968863346289,-5.449512348263096,0.14066858386732903,index,Sprat,s4_4
2004,0.004167003362355572,0.0032029698286399027,0.005421192815061885,-5.480558119641361,0.13424670583368448,index,Sprat,s4_4
2005,0.004253838730056613,0.003350023126461639,0.005401498216056228,-5.459933473111556,0.12186680904348489,index,Sprat,s4_4
2006,0.0048472105154109876,0.003918604439674845,0.005995871780990591,-5.329351890957446,0.10850597744323488,index,Sprat,s4_4
2007,0.005413879922208813,0.0044559540252566395,0.006577737482470456,-5.218789267162546,0.09935122699987115,index,Sprat,s4_4
2008,0.005706072941004242,0.004727412975499991,0.006887333215185668,-5.1662242430611345,0.09599815311297889,index,Sprat,s4_4
2009,0.005686607462045477,0.0046625713487259595,0.006935551653537158,-5.169641436770076,0.10130122606819049,index,Sprat,s4_4
2010,0.005262623507412095,0.004308745318679709,0.0064276730538468645,-5.247125610907072,0.10203397474262697,index,Sprat,s4_4
2011,0.004665366569355277,0.00382010567387185,0.0056976552704620246,-5.367588869130039,0.10198571293946851,index,Sprat,s4_4
2012,0.004189563795510638,0.0034456566849791572,0.005094078256017452,-5.475158656550885,0.09973760637465735,index,Sprat,s4_4
2013,0.004006465524825856,0.003329707028459921,0.004820774279664629,-5.519845841593889,0.09440230441336347,index,Sprat,s4_4
2014,0.004202653565884884,0.003524877820049102,0.005010754385409844,-5.472039151794131,0.08973142052134687,index,Sprat,s4_4
2015,0.004758910114631741,0.003972447116449271,0.0057010766450145385,-5.347736604470212,0.09216310555048096,index,Sprat,s4_4
2016,0.005697209552766154,0.004697315044488372,0.006909946720779349,-5.1677787761576965,0.0984637605568484,index,Sprat,s4_4
2017,0.006421005428830471,0.005267979907703038,0.007826398627068288,-5.048180564690055,0.10098539871501068,index,Sprat,s4_4
2018,0.006786877290389617,0.005602846878568327,0.008221124787650143,-4.99276434151979,0.09781613296846595,index,Sprat,s4_4
2019,0.007096469474124006,0.005910049528800165,0.008521058707167503,-4.948157875773845,0.09334007806306234,index,Sprat,s4_4
2020,0.0067860912734512965,0.005708652768261904,0.008066883140561526,-4.992880162452478,0.08821185724602838,index,Sprat,s4_4
2021,0.006400009972656668,0.005476190265449692,0.007479675771773288,-5.051455730390121,0.07953712295987539,index,Sprat,s4_4
2022,0.005777551046904154,0.004703634960237579,0.0070966595796152655,-5.153775380388885,0.10492248562755364,index,Sprat,s4_4
2023,0.005347728482471439,0.0037978598961705703,0.007530082916189774,-5.231083390950603,0.17461247648698025,index,Sprat,s4_4
1995,0.0011878149821474976,8.23320098385041e-4,0.0017136766545376185,-6.735639809103334,0.18700633570990066,index,Herring,s4_4
1996,0.0015715957389931551,0.0010791515073583283,0.00228875477630345,-6.455663781537682,0.19179760923480177,index,Herring,s4_4
1997,0.001842817493161708,0.0012814403794385429,0.0026501243191592986,-6.29645963223989,0.18536611280184745,index,Herring,s4_4
1998,0.0019022132412071656,0.0013655650328375703,0.0026497567878587215,-6.264737206943915,0.16911014089847975,index,Herring,s4_4
1999,0.0018417840928270403,0.0013394501968458843,0.002532508228061445,-6.297020561468002,0.16249047998897936,index,Herring,s4_4
2000,0.0017781699570693856,0.0012996174147138428,0.0024329378480361027,-6.332170557555836,0.15995946819401685,index,Herring,s4_4
2001,0.0017254978168268576,0.001258146479852912,0.0023664515726518017,-6.362239680667899,0.16116419007248328,index,Herring,s4_4
2002,0.0015728870991851386,0.001137258144086104,0.0021753845770619788,-6.454842431680782,0.16545845801605072,index,Herring,s4_4
2003,0.0013496476768348213,9.80157015524061e-4,0.0018584255611451214,-6.607911700715392,0.16321018193130865,index,Herring,s4_4
2004,0.0011352667757786785,8.465683474105529e-4,0.0015224177186982436,-6.780887610928534,0.14971295893930195,index,Herring,s4_4
2005,9.616065427238914e-4,7.359379024815418e-4,0.0012564744116200584,-6.946905190209087,0.13646149945806366,index,Herring,s4_4
2006,9.080727229505342e-4,7.068887264047905e-4,0.0011665146710722947,-7.004186091214908,0.1277835733769064,index,Herring,s4_4
2007,9.298478653049472e-4,7.348341275864427e-4,0.001176615266158086,-6.980489570892177,0.12009209961909895,index,Herring,s4_4
2008,0.0010222560213015764,8.133681651536852e-4,0.001284790108412807,-6.885743308493215,0.11662632403622512,index,Herring,s4_4
2009,0.001212257933475999,9.514853618710329e-4,0.0015445001638130186,-6.715270597577873,0.12358168820700983,index,Herring,s4_4
2010,0.0013696464795887858,0.0010771545378517786,0.0017415620629433685,-6.593202616536987,0.12256846925495694,index,Herring,s4_4
2011,0.0015225807219580805,0.0012149727348061534,0.0019080692006214134,-6.487348540437205,0.1151475763193353,index,Herring,s4_4
2012,0.0016225226700861707,0.0013176846444534248,0.0019978830488956256,-6.423773137165508,0.10617848299855821,index,Herring,s4_4
2013,0.0016786971899490533,0.00138491366073632,0.0020348013998537522,-6.389737268581994,0.09815497276480477,index,Herring,s4_4
